tagalog	Pero sinabi ni Ahaz, "Hindi ako hihingi, ni hindi susubukin si Yahweh."
manobo	Angod dà itanow no sinakupan ni Jesus, agad mahan-ing ki dì kandà no sinakupan no iyan na-angodan to lawa ni Jesu-Kristu aw tibò kinow on, nigkasinooday.
swahili	Wakaanza kumshutumu, wakisema, "Tumemkuta mtu huyu akipotosha taifa letu, kwa kukataza tusitoe kodi kwa Kaisari, na akisema kwamba yeye mwenyewe ni Kristo, Mfalme."
swahili	Petro alipokuja huko Yerusalemu, lile kundi la watu waliotahiriwa wakaanza kumkosoa, Wakisema,
swahili	Amebarikiwa yule ajaye katika jina la Yahwe; tunakubariki kutoka katika nyumba ya Yahwe.
tagalog	Alam ninyo ang mensahe na ipinadala niya sa mga taga-Israel, nang ipahayag niya ang magandang balita tungkol sa kapayapaan sa pamamagitan ni Jesu-Cristo, na Panginoon ng lahat—
swahili	Kama nikipaa kwa mbawa za asubuhi na kwenda kuishi pande za mwisho wa bahari,
hausa	Amma kun san darajar sa, kamar yadda da ke hidimar mahaifisa, haka ya bauta mani cikin bishara.
hausa	Sai shaidan ya kai shi zuwa wani tudu mai tsawo, ya kuma nuna masa dukan mulkokin duniyan nan a dan lokaci.
swahili	Lakini mtu akiwaambia, "Chakula hiki kimetokana na sadaka ya wapagani," msile. Hii ni kwa ajili yake aliyewaambia, na kwa ajili ya dhamiri.
tagalog	Tingnan mo kung mayroong masamang paraan sa akin, at pangunahan mo ako sa daan ng walang hanggan.
hausa	Sai ku sani cewa duk abinda mutum ya yi zai karbi sakamako daga wurin Ubangiji, ko shi bawa ne ko 'yantacce.
tagalog	Hindi kami nagmamalaki ng labis tungkol sa mga gawain ng iba. Sa halip, umaasa kami na kasabay ng paglago ng inyong pananampalataya ay mas lalo pang lalawak ang lugar ng ating gawain, at nananatili sa dapat nitong hangganan.
indonesian	Saya mohon, “Ya Allah Bapa, biarlah nama-Mu dimuliakan karena Engkau menggunakan kekuatan-Mu yang tidak terbatas untuk menguatkan setiap anggota jemaat di Efesus. Kuatkanlah hati dan roh mereka masing-masing melalui Roh-Mu.”
swahili	Aidha, Manase akazimwaga damu nyingi za wasio na hatia, hadi alipoijaza Yerusalemu kutoka upande huu kwenda mwingine kwa kifo. Hii ilikuwa ni kuongeza kwenye dhambi ambayo aliifanya Yuda kuasi, wakati walipofanya uovu mbele za Yahwe.
swahili	"Ongea na Aroni na wanawe, waambie wajiepushe na vitu vitakatifu vya watu wa Israeli wanavyovitenga kwangu. Wasilinajisi jina langu. Mimi ndimi Yahweh.
swahili	Mfalme akasimama karibu na nguzo na kufanya agano mbele ya Yahwe, kutembea pamoja na Yahwe na kukumbuka maagizo yake, kanuni zake, na sheria zake, kwa moyo wake wote na kwa roho yake yote, kuthibitisha maneno ya hili agano ambalo lililokuwa limeandikwa kwenye hiki kitabu. Hivyo watu wote wakakubaliana kusimama kwenye agano
swahili	Kwasababu nimetenda dhambi dhidi ya Yahwe, nitachukua ghadhabu yake hata aniteteapo kosa langu, na kutekeleza hukumu kwa ajili yangu. Atanileta kwenye nuru, na nitamwona akiniokoa kwenye haki yake.
swahili	Naye alitembea katika dhambi zote ambazo baba yake alizifanya kabla yake; moyo wake haukuwa mkalifu kwa BWANA, Mungu wake kama moyo wa Daudi, babu yake ulivyokuwa.
hausa	Mun yi haka ba don ba mu da iko ba. Maimakon haka, mun yi wannan ne saboda mu zama abin koyi a wurin ku, domin ku yi koyi da mu.
tagalog	Ang kaniyang lingkod na si Zimri, ang pinuno ng kalahati ng kaniyang mga karuwaheng pandigma, ay nagbalak ng masama laban sa kaniya. Sa panahong iyon si Ela ay nasa Tirza, na nilalasing ang sarili sa bahay ni Arza, na namamahala sa buong sambahayan sa Tirza.
tagalog	Ang mga pinagpala ni Yahweh ay mamanahin ang lupain; ang mga isinumpa niya ay tatanggalin.
tagalog	18
manobo	Sikan paghimu ku, ogpadayongon kud awos wadà ogkasakindogan to otow no og-iling to “Paghimu ni Pablo aw paghimu noy, papadihu dà su ogdawaton din gayod to bayad.”
swahili	Midomo ya yule atendaye haki huwastawisha wengi, bali wapumbavu hufa kwa sababu ya kukosa akili.
indonesian	Dan ampunilah kami masing-masing dari semua kesalahan kami,sama seperti kami masing-masing memaafkan orang-orang yang bersalah kepada kami.
indonesian	Karena itu Aku sungguh-sungguh berkata kepada setiap kalian: Gunakanlah kekayaan dunia ini untuk mencari sahabat— yaitu sehabat duniawi dan surgawi, supaya pada waktu kekayaamu itu habis, kamu akan diterima di dalam berbagai rumah yang selama-lamanya.
hausa	Yadda kowanne dayanku ya sami baiwa, kuyi amfani da su domin ku kyautata wa juna, kamar masu rikon amanar bayebaye na Allah, wanda ya ba mu hannu sake.
tagalog	Sinabi ni Jesus sa kaniya, "'Kung may magagawa'? Ang lahat ay magagawa sa mga naniniwala."
swahili	Ole wako ardhi kama mfalme wako ni kijana mdogo, na kama viongozi wako huanza karamu ahsubuhi!
swahili	Ni kwa jinsi gani unaweza kumpinga moja kati ya nahodha aliye mdogo katika watumishi wa Bwana wangu? Mmeweka imani yenu Misri katika gari na farasi!
swahili	Kwa sababu hii mbingu zimeshikiwa zisitoe umande kutoka kwako, na ardhi imeshikilia haizalishi.
nahuatl	Jesús okinmilvi:—¿Tleka inkochih? Ximevakah, iva ximodiostzajtzilikah para amo ma imechyoltilana in tlajtlakoli.
swahili	Meraioti akawa baba wa Amaria, na Amaria akawa baba wa Ahitubi.
swahili	na uongo wote wenye udhalimu. Mambo haya yatakuwepo kwa wale wanaopotea, kwa sababu hawakuupokea upendo wa kweli kwa ajili ya kuokolewa kwao.
tagalog	Ngunit ikaw Yahweh, nalalaman mo ang kanilang mga balak laban sa akin upang patayin ako. Huwag mong patawarin ang kanilang mga kasamaan at mga kasalanan. Huwag mong alisin ang kanilang mga kasalanan mula sa iyo. Sa halip, hayaan silang matanggal mula sa harapan mo. Kumilos laban sa kanila sa panahon ng iyong poot.
swahili	Kila tawi ndani yangu ambalo halizai tunda, na husafisha kila tawi ambalo huzaa tunda huliondoa ili kwamba liweze kuzaa zaidi.
swahili	Basi Yehoyazi akalala na mababu zake, na wakamzika katika samaria. Yohoashi mwanaye akawa mfalme katika sehemu yake.
swahili	Wana wa Nadabu walikuwa Seledi na Apaimu, lakini Seledi alikufa pasipo watoto.
tagalog	Ipagpalagay na sila ay nagkasala laban sa iyo, yamang walang sinuman ang hindi nagkakasala, at ipagpalagay na ikaw ay galit sa kanila at ibinigay sila sa mga kaaway upang dalhin silang bihag sa kanilang lupain, maging malayo o malapit.
swahili	Kwa hiyo walikaa huko kwa muda mrefu, wakiongea kwa ujasiri kwa nguvu ya Bwana, huku akitoa uthibitisho kuhusu ujumbe wa neema yake. Alifanya hivi kwa kutoa ishara na majaabu vifanywe kwa mikono ya Paulo na Barnaba.
indonesian	Ketika orang itu sedang mendengar Paulus berbicara, Paulus memandang dia dan sadar bahwa orang itu mempunyai keyakinan sehingga dia bisa disembuhkan.
hausa	Yayin da majalisar suka ji wannan, sai ransu ya baci kwarai, har suna cizon hakoransu don gaba da Istifanus.
swahili	Alisema, "Bwana wangu mfalme, hawa wanaume wamefanya uovu kwa namna walivyomtendea Yeremia nabii. Walimtupa kwenye kisima kwa ajili ya kufa kutokana na njaa, tangu hakuna chakula zaidi katika mji."
manobo	Kaling man gawanga now sikan mado-ot awos kow podon mahimu no madoyow, su sikan iyan to tahan on pighimuhan iyu su si Jesu-Kristu, nigpakimatoy ita.
indonesian	Jadi, karena sejak awal saya sudah selidiki semua peristiwa itu dengan teliti dari para saksi mata, maka saya berpikir, “Sebaiknya saya menuliskan laporannya secara teratur untuk Bapak Teofilus.”
swahili	Mahali palipo na funza wasiokufa, na moto usiozimika.
tagalog	Tumingin kayo sa pagkatawag ng Diyos sa inyo, mga kapatid. Iilan lamang ang marurunong sa inyo sa pamamagitan ng pamantayan ng tao. Iilan lamang ang makapangyarihan sa inyo. Iilan lamang ang may maharlikang kapanganakan sa inyo.
hausa	"Mallam, wace doka ce mafi girma a cikin shari'a?"
swahili	kwa vitu vizuri vya milima ya zamani, na kwa vitu vya thamani vya milima ya milele.
tagalog	Gayon man, hindi ginawang mga sapilitang manggagawa ang mga Israelita. Sa halip, naging mga sundalo sila at kaniyang mga lingkod, at kaniyang mga opisyales at kaniyang mga pinuno at mga pinuno ng kaniyang hukbo ng karwahe at kaniyang mga mangangabayo.
swahili	mwaka wa tatu wa utawala wake aliwaandalia sherehe viongozi na watumwa wake wote. Waliohudhuria katika sherehe hiyo walikuwa wakuu wa jeshi la Uajemi na Umedi, watu wenye vyeo, na viongozi wa majimbo.
swahili	Shahidi wa uongo ataangamia, bali anayesikiliza ataongea kwa muda wote.
swahili	Watu wa nchi wamewakandamiza kwa kutaka kwa nguvu na kuwanyang'anya kwa nguvu, na wamewatesa maskini na wahitaji, na kuwakandamiza wageni bila haki.
tagalog	Kaya ngayon ito ang sinasabi ni Yahweh ng mga hukbo: 'Isaalang-alang ang inyong mga pamamaraan!
swahili	Awezaye kusimamia mafundisho ya kweli yaliyofundishwa, ili aweze kuwatia moyo kwa mafundisho mazuri na awezaye kuwarekebisha wote wanaompinga.
swahili	Kuna yule mwenye kupanga kufanya mabaya- watu wanamwita bwana wa njama.
tagalog	tungkol sa kaniya ang sinabi, "Magmumula kay Isaac ang iyong mga salinlahi."
swahili	Lakini iwapo katika mtazamo wa kuhani inaonekana kuwa huo ugonjwa wa mwasho umekoma kusambaa, basi huo ugonjwa umekwisha pona. Yeye ni safi, naye kuhani atamtangaza kuwa safi.
manobo	Ko umandiyà a aw hina-ata to ogkangka-ugpa-an now, og-ulì a dini su ogdokat a iyu awos ogkatitibò kid on to pag-ugpà.
hausa	Abinda na gaya maku, ina gaya wa kowa, shine ku zauna a fadake!"
swahili	Wakamwambia, "Yuko wapi?" Alijibu, "Sijui."
tagalog	Dumating din ang utusan na nakatanggap ng dalawang talento, at sinabi niya, 'Panginoon, binigyan mo ako ng dalawang talento. Tingnan mo, nagkaroon ako ng dalawa pang talento.'
tagalog	Nang makita nila ang katapangan ni Pedro at Juan, at nabatid nila na sila ay pangkaraniwan lang, mga taong walang pinag-aralan, nagulat sila, at nalaman nilang sina Pedro at Juan ay nakasama ni Jesus.
manobo	Nakatabak si Jesus to “Wadà labot nu sikan. Kanak dà to ogbobo-ot to ogkadoogan din. Agad pahaba-on ku to umuu din dow konà kotob to pag-ulì kud dini, dì wadà labot nu sikan. Dì to ikow, to oghimuhon nu, ogdumahan a nu.”
nahuatl	Tlen imejvah inkitlapojpolviskeh de itlajtlakol, kipias tlapojpolvilistli. Iva tlen amo inkitlapojpolviskeh de itlajtlakol, mokavas tlajtlakole.
swahili	(hata mgeni hajawahi kukaa katika pembe ya mji, kwa kuwa siku zote nimefungua milango yangu kwa ajili ya wasafiri), na kama haiko hivyo, ndipo mlete mashitaka kinyume nami!
tagalog	Sa panahong iyon, siyang ipinanganak ayon sa laman ay inuusig siyang ipinanganak ayon sa Espiritu. Ganoon din ito ngayon.
manobo	Na ko pananglitan, moydu-on pitu no nigsusu-un. Nig-asawa to kakoy. No pagkaugoy to kandan pag-a-asawa, namatoy kan kakoy dì wadà pad makapanganak kandan.
hausa	Domin da shi mai tsarkakewar da kuma wadanda aka tsarkaken, duk tushensu daya ne. Saboda wanan dalili ne shi ya sa ba ya jin kunyar kiran su 'ya'uwansa.
manobo	Naka-ikagi si Pedro to “Agad kandan tibò mamang-oyow ikow, dì kanak, konà a og-oyow ikow.”
swahili	Kisha yule mtu akanambia, "Vyumba vya kaskazini na vyumba vya kusini vilivyokuwa mbele ya ua wa nje ni vyumba vitakatifu amabapo makuhani wafanyao kazi karibu sana na Yahwe waweze kula chakula kitakatifu sana. Wataweka vitu vitakatifu sana-sadaka ya chakula, sadaka ya dhambi, na sadaka ya hatia-kwa kuwa hapa ni mahali patakatifu.
tagalog	Inilagay ni Solomon ang mga kerubin sa pinakaloob na silid. Ang mga pakpak ng mga kerubin ay iniunat para ang pakpak ng isa ay madikit sa isang pader, at ang pakpak ng isa pang kerubin ay madikit sa isa pang pader. Ang kanilang mga pakpak ay nakadikit sa isa't isa sa gitna ng kabanal-banalang lugar.
swahili	Mtaigawa kila mtu sawa sawa ambayo niliinua mkono wangu na kuapa kuwapa baba zenu. Hii nchi itakuja kuwa urithi kwenu.
swahili	Neema ya Bwana wetu Yesu Kristo iweze kuwa nanyi nyote.
swahili	Kwa maana ikiwa Mungu hakuyaachia matawi ya asili, hatakuhurumia wewe pia.
tagalog	Masdan ito, ang kurtina sa templo ay nahati sa dalawa mula itaas hanggang sa baba. At ang mundo ay nayanig, at ang mga bato ay nahati.
swahili	ikiwa huo uovu ulikuwa katika mikono yako, lakini hivyo tena unauweka mbali nawe, na haukuruhusu kutokuwa mwenye haki kukaa hemani mwako.
tagalog	Magiging pagala-gala ang inyong mga anak sa ilang sa loob ng apatnapung taon. Dapat nilang dalhin ang bunga ng inyong paghihimagsik hanggang sa patayin ng ilang ang inyong mga katawan.
indonesian	Tetapi hal itulah yang dimaksudkan ayat Kitab Suci ini:“Tidak ada manusia yang pernah melihat,mendengar, ataupun membayangkanapa yang sudah Allah siapkan bagi orang-orang yang mengasihi Dia.”Yes. 64:4
nahuatl	ompa xikava motlamanal iyakapan artal iva achto xivia ximotlapojpolviti ivan mokni. Iva satepa yi velis tias kan artal para tiktemakas motlamanal.
swahili	Nitakufanya jiwe tupu, utakuwa mahali ambapo nyavu zitasambazwa kuzikausha. Hutajengwa tena, kwa kuwa mimi, Bwana Yahwe nimesema-hivi ndivyo Bwana Yahwe asemavyo.
nahuatl	Pero Jesús okinmilvi:—In wejwei tlanavatijkeh de nin tlaltikpaktli, kivelitah kiteititiskeh nik yejvah tlanavatiah. Iva tlen kalakih tekivajkeh kinmilviah in gentejtih: “Tejvah tikchivah tlen kuali iva timechpaleviah.”
tagalog	O Diyos, bakit mo kami laging tinatanggihan? Bakit ang iyong galit ay nag-aalab laban sa mga tupa ng iyong pastulan?
tagalog	Si Eliud ang ama ni Eliasar, si Eliasar ang ama ni Matan, at si Matan ang ama ni Jacob.
swahili	Kweli, kwa mdomo wa dharau na lugha za kigeni atazungumza na watu wake.
swahili	kutoka Ekroni kuelekea Bahari Kuu, makazi yote ambayo yalikuwa karibu na Ashidodi, pamoja na vijiji vyake.
nahuatl	Kana keski tonali satepa, Elisabet yokipiaya ikonetzi ijtik, iva amo okiska de ikalijtik kemi makuili metztli. Elisabet okiyejyekovaya:
indonesian	Karena dalam perdebatan-perdebatan umum, dengan hebatnya dia mengalahkan orang-orang Yahudi yang tidak percaya kepada Yesus. Dia membuktikan dari ayat-ayat Kitab Suci bahwa Yesus adalah Kristus yang sudah dijanjikan.
swahili	na Isaya akawaambia, "Mwambieni bwana wenu: 'Yahwe asema hivi, "Usiyaogope maneno ambayo uliyoyasikia, pamoja na kwamba watumishi wa mfalme wa Ashuru wamenitukana.
indonesian	Tiga malaikat dan setiap berita yang diumumkannyaLalu saya melihat malaikat lain terbang tinggi di langit sedang turun membawa berita keselamatan yang selama-lamanya untuk dikabarkan kepada semua manusia di bumi— kepada setiap negara, bangsa, suku, dan setiap kelompok pengguna bahasa daerah.
tagalog	Kailangan mong bilhin pabalik ang bawat unang ipinanganak na asno kasama ang isang tupa. Kapag hindi mo ito bibilhin pabalik, dapat mong baliin ang leeg nito. Pero ang bawat panganay sa inyong mga lalaki sa lahat ng inyong mga anak na lalaki—kailangan ninyo silang bilhin pabalik.
swahili	Kaka zao, walioishi kwenye vijiji vyao, walikuja kuwasaidia baada ya mzunguko wa siku saba.
tagalog	ang kapitan ng limampu, ang tinitingalang mamamayan, ang tagapayo, ang dalubhasang mang-uukit, ang mahusay na mambabarang.
tagalog	Gumawa si Jefta ng isang panata kay Yahweh at sinabing, "Kung bibigyan mo ako ng tagumpay laban sa mga tao ng Ammon,
tagalog	Sa halip ganito dapat ang sabihin ninyo, "Kung ito ang kalooban ng Panginoon, at nabubuhay pa kami gagawin namin ito o iyan."
tagalog	Kaya ito ang sinasabi ni Yahweh ng mga hukbo, "Tingnan ninyo, susubukin at susuriin ko sila. Ano pa ang aking gagawin para sa anak ng babae ng aking mga tao?
tagalog	Dapat kang gumawa ng limampung silo sa gilid ng dulo ng kurtina sa unang pangkat at limampung silo sa gilid ng dulo na magdugtong sa pangalawang pangkat.
nahuatl	ToYejwatzi okichi ma tivelikah ma tikchivakah in tekitl para ma tiktekipanokah itech in yankuik moyekkavalistli. Yejón yankuik moyekkavalistli amo mokitzkia itech itlanavatil Moisés, sino itech Tioijyotzintli. Porke tlen ijkuilitok itech yejón tlanavatili kivalika mikilistli, pero in Tioijyotzintli kitemaka nemilistli.
swahili	Musa na Haruni na viongozi wa watu waliwahesabu wana wa uzao wa Wakohathi kwa kufuata koo za familia za mababu zao.
swahili	Wakachukua makundi yao ya kondoo, mbuzi, punda, na kila kitu ndani ya mji na viunga vyake
swahili	Hivyo ndivyo Baba yangu wa Mbinguni atakavyowafanyia, kama kila mmoja wenu hatamsamehe ndugu yake kutoka moyoni mwenu."
tagalog	Sapagkat magiging katulad siya ng halaman na itinanim sa tabi ng tubig-batis; ang kaniyang mga ugat ay kakalat. Hindi niya makikita ang init na parating, sapagkat ang kaniyang mga dahon ay malalapad at maganda. At sa panahon ng tag-tuyot hindi siya mangangamba, ni titigil ang kaniyang pamumunga.
swahili	Hivyo wakaenda, na wakakuta kila kitu kama alivyowaambia. Kisha wakaandaa chakula cha Pasaka.
hausa	Amma idan na aikata abin da bana so, na amince da shari'a kenan, cewar shari'a nada kyau.
tagalog	Dapat ninyong dalhin kay Yahweh ang butil na handog na ginawa mula sa mga bagay na ito, at idudulog ito sa pari, na siyang magdadala nito sa altar.
swahili	Vilevile wanawake wazee lazima daima wajioneshe wao wenyewe kama wenye kujiheshimu, na sio wasengenyaji. Lazima wasiwe watumwa wa pombe.
swahili	Kama utapata asali, kula ya kutosha- vingenevyo, ukila nyingi sana, utaitapika.
nahuatl	para niktekipanos Jesucristo innavak tlen amo judiojtih. Nika kemi se tiopixki para niktematiltis in yankuik kuali tlajtoli de toYejwatzi, iva ijkó tlen amo judiojtih ma yekah kemi se tlamanali tlen toYejwatzi kipaktia, tlen yomochijkeh iaxkavah por yen Tioijyotzintli.
swahili	Yeye huondoa mbali ufahamu kutoka kwa viongozi wa watu wa nchi; huwafanya wao kutangatanga msituni mahali pasipo na njia.
hausa	Yanzu Manzani da 'yan'uwa wadanda suke cikin Yahudiya suka ji cewa al'ummai ma sun karbi maganar Allah
tagalog	Dahil natunaw kami sa alabok; ang aming mga katawan ay kumakapit sa lupa.
